user_id,user_name
17842366,Discovery
17842366,Discovery
979490736013021184,Sonik_Belka
17842366,Discovery
979490736013021184,Sonik_Belka
80067314,ITSJPODirector
17842366,Discovery
17842366,Discovery
979490736013021184,Sonik_Belka
17842366,Discovery
979490736013021184,Sonik_Belka
80067314,ITSJPODirector
25073877,realDonaldTrump
